Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201908,303260010,"Fish; frozen, eels (Anguilla spp.), whole",KGM,"5,291",480,0,0,"5,291",480,Final,,,,
201908,303260015,"Fish; frozen, eels (Anguilla spp.), headed and gutted",KGM,"1,815",600,0,0,"1,815",600,Final,,,,
201908,303260029,"Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"2,951",113,0,0,"2,951",113,Final,,,,
201908,303330001,"Fish; frozen, sole (Solea spp.), whole",KGM,"83,570","4,693",0,0,"83,570","4,693",Final,,,,
201908,303330011,"Fish; frozen, sole (Solea spp.), headed and gutted",KGM,"1,965",300,0,0,"1,965",300,Final,,,,
201908,303330029,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"96,451","14,040",0,0,"96,451","14,040",Final,,,,
201908,303340010,"Fish; frozen, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"1,354",200,0,0,"1,354",200,Final,,,,
201908,303390002,"Fish; frozen, flounder, whole",KGM,"18,022","2,190",0,0,"18,022","2,190",Final,,,,
201908,303390012,"Fish; frozen, lemon sole, whole",KGM,"5,036",730,0,0,"5,036",730,Final,,,,
201908,303390021,"Fish; frozen, New Zealand sole, whole",KGM,"34,053","5,530",0,0,"34,053","5,530",Final,,,,
201908,303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,"20,496","3,280",0,0,"20,496","3,280",Final,,,,
201908,303390082,"Fish; frozen, New Zealand sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"6,599",900,0,0,"6,599",900,Final,,,,
201908,303410001,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,"161,656","30,869",0,0,"161,656","30,869",Final,,,,
201908,303440029,"Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,145,2,0,0,145,2,Final,,,,
201908,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,"562,123","349,320",0,0,"562,123","349,320",Final,,,,
201908,303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,020,381","341,860",0,0,"1,020,381","341,860",Final,,,,
201908,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,"1,295,358","749,122",0,0,"1,295,358","749,122",Final,,,,
201908,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"1,923,930","619,422",0,0,"1,923,930","619,422",Final,,,,
201908,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"3,120,251","1,164,172",0,0,"3,120,251","1,164,172",Final,,,,
201908,303570015,"Fish; frozen, swordfish (Xiphias gladius), headed and gutted",KGM,"2,696",359,0,0,"2,696",359,Final,,,,
201908,303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"519,916","91,944",0,0,"519,916","91,944",Final,,,,
201908,303660029,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"750,458","131,609",0,0,"750,458","131,609",Final,,,,
201908,303680020,"Fish; frozen, southern blue whitings (Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"3,825","3,235",0,0,"3,825","3,235",Final,,,,
201908,303690019,"Fish; frozen, hoki, headed and gutted",KGM,"8,698,981","1,998,426",0,0,"8,698,981","1,998,426",Final,,,,
201908,303690023,"Fish; frozen, red cod, headed and gutted",KGM,"36,162","9,840",0,0,"36,162","9,840",Final,,,,
201908,303690031,"Fish; frozen, hoki, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"7,213,383","1,658,887",0,0,"7,213,383","1,658,887",Final,,,,
201908,303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"2,999","1,096",0,0,"2,999","1,096",Final,,,,
201908,303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"3,741","1,512",0,0,"3,741","1,512",Final,,,,
201908,303820029,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"20,412","4,499",0,0,"20,412","4,499",Final,,,,
201908,303891025,"Fish; frozen, gurnard, whole",KGM,"12,982","5,680",0,0,"12,982","5,680",Final,,,,
201908,303891031,"Fish; frozen, kahawai, whole",KGM,"210,967","136,000",0,0,"210,967","136,000",Final,,,,
201908,303891033,"Fish; frozen, leatherjacket, whole",KGM,"22,645","6,300",0,0,"22,645","6,300",Final,,,,
201908,303891043,"Fish; frozen, whole",KGM,"2,033,329","221,165",0,0,"2,033,329","221,165",Final,,,,
201908,303891051,"Fish; frozen, sea perch, whole",KGM,"247,835","84,649",0,0,"247,835","84,649",Final,,,,
201908,303891053,"Fish; frozen, snapper, whole",KGM,"26,072","10,630",0,0,"26,072","10,630",Final,,,,
201908,303891055,"Fish; frozen, tarakihi, whole",KGM,"17,441","8,140",0,0,"17,441","8,140",Final,,,,
201908,303891057,"Fish; frozen, trevally, whole",KGM,"190,287","73,000",0,0,"190,287","73,000",Final,,,,
201908,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,"115,125","61,560",0,0,"115,125","61,560",Final,,,,
201908,303892010,"Fish; frozen, alfonsino, headed and gutted",KGM,"222,818","21,800",0,0,"222,818","21,800",Final,,,,
201908,303892013,"Fish; frozen, barracouta, headed and gutted",KGM,"1,896,828","1,095,153",0,0,"1,896,828","1,095,153",Final,,,,
201908,303892021,"Fish; frozen, gemfish, headed and gutted",KGM,"35,008","10,354",0,0,"35,008","10,354",Final,,,,
201908,303892022,"Fish; frozen, ghostshark, headed and gutted",KGM,"37,672","16,200",0,0,"37,672","16,200",Final,,,,
201908,303892023,"Fish; frozen, groper, headed and gutted",KGM,"10,001","1,339",0,0,"10,001","1,339",Final,,,,
201908,303892035,"Fish; frozen, ling, headed and gutted",KGM,"310,478","32,847",0,0,"310,478","32,847",Final,,,,
201908,303892039,"Fish; frozen, monkfish, headed and gutted",KGM,"20,277","8,160",0,0,"20,277","8,160",Final,,,,
201908,303892045,"Fish; frozen, oreo dory, black, headed and gutted",KGM,"71,686","22,788",0,0,"71,686","22,788",Final,,,,
201908,303892047,"Fish; frozen, oreo dory, other than black, headed and gutted",KGM,"248,857","64,174",0,0,"248,857","64,174",Final,,,,
201908,303892051,"Fish; frozen, sea perch, headed and gutted",KGM,"16,261","2,934",0,0,"16,261","2,934",Final,,,,
201908,303892053,"Fish; frozen, snapper, headed and gutted",KGM,"6,429",908,0,0,"6,429",908,Final,,,,
201908,303892055,"Fish; frozen, tarakihi, headed and gutted",KGM,"9,013","1,851",0,0,"9,013","1,851",Final,,,,
201908,303892057,"Fish; frozen, trevally, headed and gutted",KGM,"5,980","1,558",0,0,"5,980","1,558",Final,,,,
201908,303892061,"Fish; frozen, warehou, silver, headed and gutted",KGM,"221,628","32,148",0,0,"221,628","32,148",Final,,,,
201908,303892079,"Fish; frozen, n.e.c. in heading 0303, headed and gutted",KGM,"1,554,564","267,901",0,0,"1,554,564","267,901",Final,,,,
201908,303899011,"Fish; frozen, alfonsino, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"145,101","12,762",0,0,"145,101","12,762",Final,,,,
201908,303899014,"Fish; frozen, barracouta, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"222,756","123,000",0,0,"222,756","123,000",Final,,,,
201908,303899018,"Fish; frozen, blue cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"182,114","13,360",0,0,"182,114","13,360",Final,,,,
201908,303899022,"Fish; frozen, gemfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"46,842","18,814",0,0,"46,842","18,814",Final,,,,
201908,303899027,"Fish; frozen, ghost shark, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"12,463","4,242",0,0,"12,463","4,242",Final,,,,
201908,303899036,"Fish; frozen, ling, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"653,254","147,626",0,0,"653,254","147,626",Final,,,,
201908,303899040,"Fish; frozen, monkfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,2,1,0,0,2,1,Final,,,,
201908,303899044,"Fish; frozen, orange roughy, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"248,899","11,448",0,0,"248,899","11,448",Final,,,,
201908,303899046,"Fish; frozen, oreo dory, black, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"401,220","112,563",0,0,"401,220","112,563",Final,,,,
201908,303899048,"Fish; frozen, oreo dory, other than black, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"291,493","58,679",0,0,"291,493","58,679",Final,,,,
201908,303899050,"Fish; frozen, sea perch, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,625",792,0,0,"1,625",792,Final,,,,
201908,303899060,"Fish; frozen, warehou, silver, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,161,809","175,153",0,0,"1,161,809","175,153",Final,,,,
201908,303899062,"Fish; frozen, warehou, other than blue or silver, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"177,847","17,375",0,0,"177,847","17,375",Final,,,,
201908,303899064,"Fish; frozen, yellowtail kingfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"7,445","2,006",0,0,"7,445","2,006",Final,,,,
201908,303899079,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"283,149","70,944",0,0,"283,149","70,944",Final,,,,
201908,303910019,"Fish; frozen, livers, roes and milt, n.e.c. in item 0303.91",KGM,"3,983,739","641,990",0,0,"3,983,739","641,990",Final,,,,
201908,303990000,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",KGM,"117,582","94,283",0,0,"117,582","94,283",Final,,,,
201908,304310000,"Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)",KGM,"4,197",144,0,0,"4,197",144,Final,,,,
201908,304390010,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)",KGM,151,12,0,0,151,12,Final,,,,
201908,304410000,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",KGM,"310,383","8,709","1,961",124,"312,344","8,833",Final,,,,
201908,304430015,"Fish fillets; fresh or chilled, lemon sole",KGM,"1,155",155,0,0,"1,155",155,Final,,,,
201908,304430019,"Fish fillets; fresh or chilled, New Zealand sole",KGM,"6,468",310,0,0,"6,468",310,Final,,,,
201908,304440010,"Fish fillets; fresh or chilled, hake",KGM,"1,154",105,0,0,"1,154",105,Final,,,,
201908,304440015,"Fish fillets; fresh or chilled, hoki",KGM,"5,052",515,0,0,"5,052",515,Final,,,,
201908,304490013,"Fish fillets; fresh or chilled, bluenose",KGM,"1,486",62,0,0,"1,486",62,Final,,,,
201908,304490015,"Fish fillets; fresh or chilled, blue cod",KGM,"10,273",534,0,0,"10,273",534,Final,,,,
201908,304490017,"Fish fillets; fresh or chilled, cardinal fish",KGM,39,1,0,0,39,1,Final,,,,
201908,304490027,"Fish fillets; fresh or chilled, groper",KGM,519,10,0,0,519,10,Final,,,,
201908,304490029,"Fish fillets; fresh or chilled, gurnard",KGM,"57,075","3,953",0,0,"57,075","3,953",Final,,,,
201908,304490035,"Fish fillets; fresh or chilled, John dory",KGM,"36,258","1,432",0,0,"36,258","1,432",Final,,,,
201908,304490041,"Fish fillets; fresh or chilled, ling",KGM,"418,339","54,487",0,0,"418,339","54,487",Final,,,,
201908,304490043,"Fish fillets; fresh or chilled, moki",KGM,38,10,0,0,38,10,Final,,,,
201908,304490045,"Fish fillets; fresh or chilled, monkfish",KGM,"23,531","1,625",0,0,"23,531","1,625",Final,,,,
201908,304490049,"Fish fillets; fresh or chilled, orange roughy",KGM,"39,497","1,650",0,0,"39,497","1,650",Final,,,,
201908,304490057,"Fish fillets; fresh or chilled, snapper",KGM,"64,262","2,835",0,0,"64,262","2,835",Final,,,,
201908,304490063,"Fish fillets; fresh or chilled, tarakihi",KGM,"14,301","1,073",0,0,"14,301","1,073",Final,,,,
201908,304490067,"Fish fillets; fresh or chilled, tuna, southern bluefin",KGM,"83,384","3,996",0,0,"83,384","3,996",Final,,,,
201908,304490071,"Fish fillets; fresh or chilled, warehou, blue",KGM,"2,948",367,0,0,"2,948",367,Final,,,,
201908,304490077,"Fish fillets; fresh or chilled, yellowtail kingfish",KGM,140,4,0,0,140,4,Final,,,,
201908,304490099,"Fish fillets; fresh or chilled, n.e.c. in item no. 0304.49",KGM,"27,347","2,448",0,0,"27,347","2,448",Final,,,,
201908,304520000,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae",KGM,"1,667",46,0,0,"1,667",46,Final,,,,
201908,304530015,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, hoki",KGM,48,10,0,0,48,10,Final,,,,
201908,304590027,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, groper",KGM,253,4,213,5,466,10,Final,,,,
201908,304590041,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, ling",KGM,"462,497","22,405",0,0,"462,497","22,405",Final,,,,
201908,304590045,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, monkfish",KGM,317,25,0,0,317,25,Final,,,,
201908,304590049,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, orange roughy",KGM,39,10,0,0,39,10,Final,,,,
201908,304590089,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, n.e.c. in item no. 0304.59",KGM,"26,951","3,109",0,0,"26,951","3,109",Final,,,,
201908,304620000,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KGM,"7,365","1,350",0,0,"7,365","1,350",Final,,,,
201908,304690010,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",KGM,"5,434",700,0,0,"5,434",700,Final,,,,
201908,304710000,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KGM,642,53,0,0,642,53,Final,,,,
201908,304740019,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.), other than in blocks",KGM,"110,754","13,065",0,0,"110,754","13,065",Final,,,,
201908,304790010,"Fish fillets; frozen, hoki, in blocks",KGM,"4,131,736","738,983",0,0,"4,131,736","738,983",Final,,,,
201908,304790019,"Fish fillets; frozen, hoki, other than in blocks",KGM,"18,125,773","2,335,177",0,0,"18,125,773","2,335,177",Final,,,,
201908,304790029,"Fish fillets; frozen, red cod, other than in blocks",KGM,"6,622",735,0,0,"6,622",735,Final,,,,
201908,304810000,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",KGM,"2,040,334","66,719",0,0,"2,040,334","66,719",Final,,,,
201908,304830025,"Fish fillets; frozen, other than in blocks, New Zealand sole",KGM,387,10,0,0,387,10,Final,,,,
201908,304880010,"Fish fillets; frozen, elephant fish",KGM,"19,915",510,0,0,"19,915",510,Final,,,,
201908,304880017,"Fish fillets; frozen, school shark",KGM,"112,845","11,030",0,0,"112,845","11,030",Final,,,,
201908,304880025,"Fish fillets; frozen, spotted dogfish (Rig)",KGM,"143,374","9,950",0,0,"143,374","9,950",Final,,,,
201908,304880029,"Fish fillets; frozen, dogfish, other sharks, rays, n.e.c. in item no. 0304.88",KGM,"10,345","1,500",0,0,"10,345","1,500",Final,,,,
201908,304890011,"Fish fillets; frozen, other than in blocks, barracouta",KGM,"122,950","38,539",0,0,"122,950","38,539",Final,,,,
201908,304890023,"Fish fillets; frozen, other than in blocks, gemfish",KGM,"86,054","16,289",0,0,"86,054","16,289",Final,,,,
201908,304890029,"Fish fillets; frozen, other than in blocks, gurnard",KGM,"4,835",120,0,0,"4,835",120,Final,,,,
201908,304890035,"Fish fillets; frozen, other than in blocks, John dory",KGM,"1,199",50,0,0,"1,199",50,Final,,,,
201908,304890043,"Fish fillets; frozen, other than in blocks, ling",KGM,"3,200,235","292,736",0,0,"3,200,235","292,736",Final,,,,
201908,304890049,"Fish fillets; frozen, other than in blocks, monkfish",KGM,"63,793","6,511",0,0,"63,793","6,511",Final,,,,
201908,304890053,"Fish fillets; frozen, other than in blocks, orange roughy",KGM,"3,097,316","137,347",0,0,"3,097,316","137,347",Final,,,,
